                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.69416,                0.80751,                0.96886,                0.98734,                0.99295,                  0.995,                0.90322,                0.45158,                0.40576,                0.85282,              0.0062628,              0.0062628,              0.0062628
                    153,                0.65164,                0.78344,                0.97402,                0.98563,                0.99564,                  0.995,                0.89347,                0.49145,                0.41773,                0.86469,               0.006238,               0.006238,               0.006238
                    154,                0.66323,                0.76743,                 1.0024,                0.98727,                0.99759,                  0.995,                0.90163,                0.45104,                 0.4003,                0.85749,              0.0062132,              0.0062132,              0.0062132
                    155,                0.62368,                0.73007,                0.95316,                0.98106,                0.99815,                  0.995,                0.89553,                0.49605,                0.42997,                0.86966,              0.0061885,              0.0061885,              0.0061885
                    156,                0.59646,                0.72471,                0.94833,                0.97158,                0.99803,                0.99471,                 0.8911,                0.49882,                0.44918,                0.87223,              0.0061637,              0.0061637,              0.0061637
                    157,                0.66436,                0.74296,                 0.9622,                0.96348,                0.98333,                0.99444,                0.89243,                0.55082,                0.46494,                0.88259,               0.006139,               0.006139,               0.006139
                    158,                0.69001,                0.83559,                  1.008,                0.97808,                0.98113,                  0.995,                 0.9045,                 0.4759,                0.44415,                0.85965,              0.0061142,              0.0061142,              0.0061142
                    159,                0.61419,                0.81274,                0.96836,                0.97993,                0.99923,                  0.995,                0.89896,                 0.4797,                0.44316,                0.86174,              0.0060895,              0.0060895,              0.0060895
                    160,                0.64222,                0.73931,                 0.9797,                0.99291,                 0.9897,                  0.995,                 0.9073,                0.43802,                0.39312,                0.85174,              0.0060647,              0.0060647,              0.0060647
                    161,                0.66111,                0.77603,                0.97924,                0.98362,                0.99594,                  0.995,                0.89972,                0.45657,                0.40873,                0.85949,                0.00604,                0.00604,                0.00604
                    162,                 0.5936,                0.72813,                0.96268,                0.98448,                0.99026,                0.99304,                0.91058,                0.41524,                0.41126,                0.84429,              0.0060152,              0.0060152,              0.0060152
                    163,                0.62782,                0.81507,                0.96956,                0.99187,                0.99124,                  0.995,                0.90832,                0.43429,                0.38797,                0.84889,              0.0059905,              0.0059905,              0.0059905
                    164,                0.61342,                0.84587,                 0.9716,                 0.9841,                 0.9983,                  0.995,                0.91455,                0.40665,                0.38112,                 0.8403,              0.0059658,              0.0059658,              0.0059658
                    165,                0.63057,                0.76237,                0.96899,                0.98148,                0.99795,                  0.995,                0.89703,                0.47663,                0.40831,                0.86171,               0.005941,               0.005941,               0.005941
                    166,                0.66369,                0.77321,                0.94703,                0.99301,                0.99576,                  0.995,                0.90016,                0.44657,                0.36562,                0.85249,              0.0059163,              0.0059163,              0.0059163
                    167,                0.62913,                0.77717,                0.97444,                 0.9942,                0.99374,                  0.995,                0.89813,                0.43676,                0.36615,                0.85427,              0.0058915,              0.0058915,              0.0058915
                    168,                 0.5949,                0.77065,                 0.9634,                0.99409,                0.99366,                  0.995,                0.90895,                 0.4268,                0.37907,                0.84715,              0.0058668,              0.0058668,              0.0058668
                    169,                0.68032,                0.83546,                0.97848,                0.98994,                0.98697,                  0.995,                0.89754,                0.44279,                0.38206,                0.85215,               0.005842,               0.005842,               0.005842
                    170,                0.61642,                0.74281,                 0.9606,                0.96076,                0.99361,                  0.995,                0.90842,                0.42189,                0.40607,                0.84571,              0.0058173,              0.0058173,              0.0058173
                    171,                0.58021,                  0.696,                0.95634,                0.97106,                0.99768,                0.99485,                0.89887,                 0.4417,                0.37184,                0.85117,              0.0057925,              0.0057925,              0.0057925
                    172,                0.58442,                 0.7469,                0.95664,                0.97194,                0.99533,                0.99485,                0.91222,                0.42167,                0.36437,                0.84279,              0.0057678,              0.0057678,              0.0057678
                    173,                0.63111,                0.70273,                0.94347,                 0.9893,                0.97882,                0.99484,                0.90526,                0.45588,                0.37496,                0.85506,               0.005743,               0.005743,               0.005743
                    174,                0.62619,                 0.8579,                 1.0048,                0.98752,                0.98023,                0.99484,                0.89905,                0.48389,                0.39093,                0.86072,              0.0057183,              0.0057183,              0.0057183
                    175,                0.59825,                0.74984,                0.95114,                0.99391,                0.98791,                  0.995,                0.89993,                0.45002,                0.37472,                0.85375,              0.0056935,              0.0056935,              0.0056935
                    176,                0.59398,                 0.7245,                0.95556,                0.99221,                0.99764,                  0.995,                0.89657,                 0.4296,                0.36936,                0.84928,              0.0056688,              0.0056688,              0.0056688
                    177,                0.65095,                0.76994,                0.96786,                0.98826,                0.99646,                  0.995,                0.89811,                0.45267,                0.37518,                0.86575,               0.005644,               0.005644,               0.005644
                    178,                0.62894,                 0.7437,                0.94403,                0.99283,                0.98633,                  0.995,                0.90642,                0.45158,                0.38744,                0.86318,              0.0056193,              0.0056193,              0.0056193
                    179,                0.62194,                0.76636,                 1.0171,                0.99479,                0.99586,                  0.995,                0.90338,                0.45103,                0.37273,                0.86313,              0.0055945,              0.0055945,              0.0055945
                    180,                0.59039,                0.67388,                0.95338,                0.99212,                0.99552,                  0.995,                0.90972,                0.42512,                0.37593,                0.85135,              0.0055698,              0.0055698,              0.0055698
                    181,                0.65694,                 0.7858,                0.97889,                0.98753,                0.99723,                  0.995,                0.91445,                0.41719,                0.36924,                0.84478,               0.005545,               0.005545,               0.005545
                    182,                0.63058,                0.70831,                0.95602,                0.99447,                0.99179,                  0.995,                0.91262,                0.40752,                0.36722,                0.84498,              0.0055202,              0.0055202,              0.0055202
                    183,                0.59834,                0.68937,                0.96323,                 0.9893,                  0.997,                  0.995,                0.92895,                0.39855,                0.37226,                0.83835,              0.0054955,              0.0054955,              0.0054955
                    184,                0.58979,                 0.6789,                0.92702,                0.99133,                0.99893,                  0.995,                  0.917,                0.41984,                0.36858,                0.84132,              0.0054707,              0.0054707,              0.0054707
                    185,                0.60275,                0.71145,                0.94676,                0.98798,                0.99993,                  0.995,                0.91108,                0.42263,                0.36911,                0.84388,               0.005446,               0.005446,               0.005446
                    186,                0.54902,                0.62524,                0.91533,                0.98502,                 0.9914,                0.99471,                 0.9107,                0.39041,                0.36715,                0.83845,              0.0054212,              0.0054212,              0.0054212
                    187,                0.54911,                0.66024,                0.92202,                0.99389,                0.99567,                  0.995,                0.91488,                0.39082,                0.36181,                0.83446,              0.0053965,              0.0053965,              0.0053965
                    188,                0.57699,                 0.6982,                0.93642,                0.99346,                0.99598,                  0.995,                0.92658,                0.37829,                0.35891,                0.83304,              0.0053717,              0.0053717,              0.0053717
                    189,                0.59376,                0.73473,                0.98389,                0.99015,                      1,                  0.995,                0.91518,                0.40465,                0.35566,                0.84013,               0.005347,               0.005347,               0.005347
                    190,                 0.6355,                0.67987,                0.94522,                0.99406,                0.99931,                  0.995,                0.92319,                0.38707,                0.34638,                0.83335,              0.0053223,              0.0053223,              0.0053223
                    191,                0.60319,                0.73797,                0.95263,                0.99253,                0.99924,                  0.995,                0.92424,                0.41023,                0.36131,                0.83963,              0.0052975,              0.0052975,              0.0052975
                    192,                0.59206,                0.63708,                0.98762,                0.99484,                0.99359,                  0.995,                0.92174,                0.40896,                0.35312,                0.83667,              0.0052727,              0.0052727,              0.0052727
                    193,                0.69438,                0.74294,                 1.0332,                0.99574,                      1,                  0.995,                0.92603,                0.40407,                0.34992,                0.83284,               0.005248,               0.005248,               0.005248
                    194,                0.63945,                0.73118,                0.96999,                0.99547,                      1,                  0.995,                 0.9183,                 0.4051,                0.34407,                0.83495,              0.0052233,              0.0052233,              0.0052233
                    195,                0.57444,                0.67125,                0.94603,                0.99451,                  0.995,                  0.995,                0.91748,                0.40479,                0.33518,                0.83723,              0.0051985,              0.0051985,              0.0051985
                    196,                0.57305,                0.61174,                0.95538,                0.99519,                 0.9946,                  0.995,                0.91583,                0.39445,                0.33607,                0.83302,              0.0051737,              0.0051737,              0.0051737
                    197,                0.59347,                0.63791,                0.96096,                0.99634,                0.99396,                  0.995,                0.92942,                0.39023,                 0.3333,                0.83122,               0.005149,               0.005149,               0.005149
                    198,                0.62594,                0.65309,                0.96378,                0.99581,                0.99771,                  0.995,                0.92124,                0.36961,                0.34851,                 0.8299,              0.0051243,              0.0051243,              0.0051243
                    199,                 0.5702,                0.67655,                0.95524,                0.99676,                0.99624,                  0.995,                0.92711,                0.37548,                0.34285,                0.83132,              0.0050995,              0.0050995,              0.0050995
                    200,                0.58751,                0.65865,                0.91521,                0.99506,                0.99746,                  0.995,                0.91924,                0.39642,                0.34819,                0.83599,              0.0050747,              0.0050747,              0.0050747
                    201,                0.57693,                0.64056,                0.92489,                0.99175,                0.99538,                  0.995,                0.91338,                0.39562,                0.35628,                0.84075,                0.00505,                0.00505,                0.00505
                    202,                0.50933,                0.60987,                0.90965,                0.99282,                0.99583,                  0.995,                 0.9238,                 0.4013,                 0.3414,                 0.8357,              0.0050253,              0.0050253,              0.0050253
                    203,                0.57658,                0.65165,                0.95145,                 0.9916,                0.99575,                  0.995,                0.92951,                0.42459,                0.34635,                0.84025,              0.0050005,              0.0050005,              0.0050005
                    204,                0.58127,                0.71132,                0.96944,                0.99146,                0.99934,                  0.995,                0.93713,                0.39864,                0.34584,                  0.833,              0.0049758,              0.0049758,              0.0049758
                    205,                0.58031,                0.61293,                0.92885,                0.98884,                      1,                  0.995,                0.92448,                0.41569,                0.32776,                0.83903,               0.004951,               0.004951,               0.004951
                    206,                0.58819,                0.62109,                0.94549,                0.99328,                0.99569,                  0.995,                0.92402,                0.43073,                0.33535,                0.84211,              0.0049263,              0.0049263,              0.0049263
                    207,                0.56301,                0.63772,                 0.9422,                0.99294,                0.99617,                  0.995,                 0.9263,                 0.4305,                0.33452,                0.84295,              0.0049015,              0.0049015,              0.0049015
                    208,                0.57514,                0.61555,                0.96871,                0.99481,                0.99834,                  0.995,                0.92337,                0.40546,                0.32877,                0.83082,              0.0048768,              0.0048768,              0.0048768
                    209,                0.56514,                0.61799,                0.92812,                0.99111,                0.99281,                  0.995,                0.92179,                0.43777,                 0.3472,                 0.8512,               0.004852,               0.004852,               0.004852
                    210,                0.56138,                0.61758,                0.94257,                0.99474,                0.99773,                  0.995,                0.92057,                0.39894,                0.32574,                0.83228,              0.0048272,              0.0048272,              0.0048272
                    211,                0.52933,                0.57762,                0.92968,                0.99365,                 0.9993,                  0.995,                0.91783,                0.46549,                0.34361,                0.86119,              0.0048025,              0.0048025,              0.0048025
                    212,                0.55264,                0.62965,                0.95328,                0.99541,                      1,                  0.995,                0.93364,                0.38809,                0.33405,                0.83573,              0.0047778,              0.0047778,              0.0047778
                    213,                0.55832,                0.60544,                0.92061,                0.99681,                 0.9965,                  0.995,                0.92929,                0.39968,                0.31763,                0.83714,               0.004753,               0.004753,               0.004753
                    214,                0.49612,                0.57287,                0.92218,                0.99603,                      1,                  0.995,                0.93148,                0.41543,                0.32812,                0.84031,              0.0047283,              0.0047283,              0.0047283
                    215,                0.56564,                 0.6601,                0.95087,                0.99614,                0.99476,                  0.995,                0.94623,                0.35759,                0.31525,                0.82232,              0.0047035,              0.0047035,              0.0047035
                    216,                0.53573,                0.67844,                0.95286,                0.99524,                0.99312,                  0.995,                0.94892,                0.35302,                0.31832,                0.81988,              0.0046788,              0.0046788,              0.0046788
                    217,                0.53529,                0.60905,                0.93169,                0.99639,                      1,                  0.995,                0.94001,                0.36298,                0.31194,                0.82107,               0.004654,               0.004654,               0.004654
                    218,                0.62618,                0.67486,                 1.0114,                0.99675,                      1,                  0.995,                0.94791,                0.36386,                0.31327,                0.82105,              0.0046293,              0.0046293,              0.0046293
                    219,                0.53579,                0.60771,                0.93476,                0.99651,                      1,                  0.995,                0.92894,                0.40293,                0.32739,                0.83084,              0.0046045,              0.0046045,              0.0046045
                    220,                 0.5285,                0.61429,                0.92949,                0.99519,                      1,                  0.995,                0.93148,                0.36288,                0.31237,                0.82113,              0.0045798,              0.0045798,              0.0045798
                    221,                0.61255,                0.78955,                0.98313,                0.99301,                0.99908,                  0.995,                0.93261,                0.35259,                0.30618,                0.81638,               0.004555,               0.004555,               0.004555
                    222,                0.54656,                 0.6282,                0.92311,                0.99445,                0.99356,                  0.995,                   0.94,                0.35242,                0.31996,                0.81609,              0.0045303,              0.0045303,              0.0045303
                    223,                 0.5642,                0.64561,                0.93906,                0.99634,                0.99468,                  0.995,                0.93756,                0.33275,                0.31376,                0.81247,              0.0045055,              0.0045055,              0.0045055
                    224,                0.61452,                0.62863,                 0.9397,                0.99605,                0.99688,                  0.995,                0.93858,                0.33933,                0.31355,                0.81925,              0.0044808,              0.0044808,              0.0044808
                    225,                0.59682,                0.64756,                0.95836,                0.99561,                0.99668,                  0.995,                0.93467,                0.33685,                0.30832,                0.81468,               0.004456,               0.004456,               0.004456
                    226,                0.50042,                0.60473,                 0.9229,                0.99587,                 0.9946,                  0.995,                 0.9395,                0.32847,                0.30779,                0.81236,              0.0044313,              0.0044313,              0.0044313
                    227,                 0.5979,                0.61244,                0.96934,                0.99588,                0.99479,                  0.995,                0.94305,                  0.334,                0.31544,                 0.8133,              0.0044065,              0.0044065,              0.0044065
                    228,                0.57157,                0.61327,                0.96817,                0.99679,                0.99558,                  0.995,                 0.9441,                0.32751,                0.30458,                0.81026,              0.0043818,              0.0043818,              0.0043818
                    229,                 0.5659,                0.60108,                0.94634,                0.99521,                0.99985,                  0.995,                0.93559,                0.36299,                0.31594,                0.81817,               0.004357,               0.004357,               0.004357
                    230,                0.54497,                0.63992,                0.93525,                0.99501,                0.99985,                  0.995,                0.94795,                0.35025,                0.29775,                0.81413,              0.0043323,              0.0043323,              0.0043323
                    231,                0.52285,                 0.5965,                0.93082,                0.99676,                0.99808,                  0.995,                0.94539,                0.34895,                0.30914,                0.81556,              0.0043075,              0.0043075,              0.0043075
                    232,                 0.5422,                0.62738,                0.91872,                0.99729,                0.99827,                  0.995,                0.93836,                0.35864,                0.30519,                0.81735,              0.0042828,              0.0042828,              0.0042828
                    233,                0.49016,                0.58564,                0.90204,                0.99476,                0.99955,                  0.995,                0.93131,                0.34439,                0.31562,                0.81414,               0.004258,               0.004258,               0.004258
                    234,                0.62383,                 0.7547,                0.97432,                0.99669,                      1,                  0.995,                0.94178,                0.33711,                0.30312,                0.81137,              0.0042333,              0.0042333,              0.0042333
                    235,                0.58635,                 0.6764,                0.96417,                0.99503,                0.99789,                  0.995,                0.94731,                0.32844,                0.30729,                0.81041,              0.0042085,              0.0042085,              0.0042085
                    236,                0.57589,                0.66567,                0.94046,                0.99594,                0.99933,                  0.995,                0.95353,                0.33174,                0.30638,                 0.8104,              0.0041837,              0.0041837,              0.0041837
                    237,                 0.5046,                0.55744,                0.89779,                0.99577,                      1,                  0.995,                0.94285,                0.32933,                0.30921,                0.81106,               0.004159,               0.004159,               0.004159
                    238,                0.51172,                0.61836,                0.91458,                0.99019,                      1,                  0.995,                0.92773,                0.33349,                0.30349,                 0.8182,              0.0041342,              0.0041342,              0.0041342
                    239,                0.52704,                0.56488,                0.92584,                0.98543,                      1,                0.99471,                0.94008,                0.33913,                0.31073,                 0.8152,              0.0041095,              0.0041095,              0.0041095
                    240,                0.50366,                0.50814,                 0.8996,                0.98819,                      1,                0.99471,                0.94135,                0.34411,                0.30708,                0.81644,              0.0040847,              0.0040847,              0.0040847
                    241,                0.52226,                0.55725,                0.91661,                0.99488,                      1,                  0.995,                0.95068,                0.35056,                0.29864,                0.81504,                0.00406,                0.00406,                0.00406
                    242,                0.53596,                0.60376,                 0.9611,                0.99482,                      1,                  0.995,                0.93869,                0.35656,                0.29767,                0.81709,              0.0040352,              0.0040352,              0.0040352
                    243,                0.46978,                0.58288,                0.90188,                0.99423,                      1,                  0.995,                0.94861,                0.34544,                0.29428,                0.81431,              0.0040105,              0.0040105,              0.0040105
                    244,                0.53542,                0.58905,                0.93848,                0.99564,                      1,                  0.995,                0.94446,                0.33624,                0.28967,                0.81393,              0.0039857,              0.0039857,              0.0039857
                    245,                0.49544,                0.55411,                0.90811,                0.99547,                0.99839,                  0.995,                0.94889,                0.32919,                0.28872,                0.81066,               0.003961,               0.003961,               0.003961
                    246,                0.49357,                0.52681,                0.88397,                0.99638,                0.99994,                  0.995,                0.94488,                0.33459,                0.28982,                0.80903,              0.0039362,              0.0039362,              0.0039362
                    247,                 0.5046,                0.58126,                0.92677,                0.99672,                      1,                  0.995,                0.95571,                0.29631,                0.27983,                0.80121,              0.0039115,              0.0039115,              0.0039115
                    248,                0.47624,                0.57167,                0.90172,                0.99669,                      1,                  0.995,                0.95718,                0.28331,                0.26975,                0.79866,              0.0038867,              0.0038867,              0.0038867
                    249,                0.53935,                0.51665,                0.91766,                0.99615,                      1,                  0.995,                0.94877,                0.31354,                0.28212,                 0.8044,               0.003862,               0.003862,               0.003862
                    250,                0.55952,                0.64713,                0.94598,                0.99495,                      1,                  0.995,                 0.9527,                0.29058,                0.27384,                0.80006,              0.0038372,              0.0038372,              0.0038372
                    251,                0.54744,                0.58049,                0.94488,                0.98731,                0.99811,                  0.995,                0.96205,                0.29029,                0.28243,                 0.7999,              0.0038125,              0.0038125,              0.0038125
                    252,                0.49055,                0.54819,                  0.901,                0.98632,                0.99621,                  0.995,                0.94245,                 0.3149,                0.28756,                0.80344,              0.0037878,              0.0037878,              0.0037878
                    253,                0.45187,                0.52446,                0.87627,                0.99289,                0.99888,                  0.995,                 0.9515,                 0.3152,                0.27671,                0.80501,               0.003763,               0.003763,               0.003763
                    254,                0.46678,                0.53858,                0.90302,                0.99528,                0.99809,                  0.995,                0.95757,                0.30375,                0.26522,                0.80183,              0.0037383,              0.0037383,              0.0037383
                    255,                0.44908,                0.49028,                0.87902,                0.99489,                0.99635,                  0.995,                0.95308,                0.34037,                0.27346,                 0.8077,              0.0037135,              0.0037135,              0.0037135
                    256,                0.45259,                0.50602,                0.87209,                0.99401,                0.99564,                  0.995,                0.95881,                0.30794,                0.26527,                 0.8029,              0.0036888,              0.0036888,              0.0036888
                    257,                0.47827,                0.50864,                0.89748,                0.98713,                0.99901,                  0.995,                0.95336,                0.31327,                0.27571,                0.80363,               0.003664,               0.003664,               0.003664
                    258,                0.51353,                0.54152,                0.98367,                 0.9911,                0.99254,                  0.995,                0.96017,                0.30958,                0.28199,                0.80362,              0.0036393,              0.0036393,              0.0036393
                    259,                0.49069,                 0.5378,                0.91093,                0.98894,                0.99501,                  0.995,                0.95199,                0.32993,                0.27987,                0.80739,              0.0036145,              0.0036145,              0.0036145
                    260,                0.52022,                 0.5436,                0.90128,                0.98912,                0.99843,                  0.995,                0.95755,                0.30093,                0.27758,                0.80157,              0.0035898,              0.0035898,              0.0035898
                    261,                0.48283,                0.48621,                0.87157,                0.99155,                0.99929,                  0.995,                0.95809,                0.30603,                0.26306,                0.80402,               0.003565,               0.003565,               0.003565
                    262,                0.47512,                0.48529,                0.90432,                0.99349,                0.99762,                  0.995,                0.95804,                0.29387,                0.26848,                0.80131,              0.0035403,              0.0035403,              0.0035403
                    263,                0.46998,                0.50165,                0.88915,                0.99272,                0.99771,                  0.995,                0.96108,                0.29735,                0.26437,                 0.8011,              0.0035155,              0.0035155,              0.0035155
                    264,                0.49303,                0.51391,                0.89565,                0.99443,                0.99738,                  0.995,                0.95795,                0.31532,                0.27815,                0.80335,              0.0034908,              0.0034908,              0.0034908
                    265,                0.42328,                0.47875,                0.87666,                0.99634,                0.99885,                  0.995,                0.95649,                0.31556,                0.27681,                0.80211,               0.003466,               0.003466,               0.003466
                    266,                0.47065,                0.51229,                0.90376,                0.99674,                      1,                  0.995,                0.96098,                0.30833,                0.26014,                0.80214,              0.0034413,              0.0034413,              0.0034413
                    267,                0.44272,                0.48821,                0.88998,                 0.9959,                      1,                  0.995,                0.95932,                0.30555,                0.26695,                0.80286,              0.0034165,              0.0034165,              0.0034165
                    268,                0.48318,                0.51754,                0.89162,                0.99229,                 0.9983,                  0.995,                0.96367,                0.29532,                0.26265,                0.80133,              0.0033918,              0.0033918,              0.0033918
                    269,                0.53868,                 0.6484,                0.92217,                0.99291,                0.99584,                  0.995,                0.95411,                0.31797,                0.27004,                0.80574,               0.003367,               0.003367,               0.003367
                    270,                0.47898,                0.49615,                0.91196,                0.99604,                0.99605,                  0.995,                0.95992,                0.30266,                0.26876,                0.80477,              0.0033423,              0.0033423,              0.0033423
                    271,                0.47991,                0.51812,                0.90437,                0.99547,                      1,                  0.995,                0.96055,                0.30595,                0.26751,                0.80626,              0.0033175,              0.0033175,              0.0033175
                    272,                0.48664,                0.49315,                0.89447,                0.99553,                      1,                  0.995,                0.96624,                0.29289,                0.26464,                0.80194,              0.0032928,              0.0032928,              0.0032928
                    273,                0.49337,                0.48507,                0.93815,                 0.9944,                      1,                  0.995,                0.97144,                0.29331,                 0.2672,                0.80076,               0.003268,               0.003268,               0.003268
                    274,                0.45155,                0.50626,                0.90316,                0.99418,                      1,                  0.995,                0.96581,                0.31202,                  0.279,                0.80473,              0.0032433,              0.0032433,              0.0032433
                    275,                0.46019,                0.50041,                0.90378,                0.99467,                      1,                  0.995,                 0.9626,                0.30213,                0.25688,                0.80323,              0.0032185,              0.0032185,              0.0032185
                    276,                 0.4694,                0.49812,                0.90663,                0.99554,                      1,                  0.995,                 0.9615,                0.27904,                0.25373,                0.79761,              0.0031938,              0.0031938,              0.0031938
                    277,                0.43384,                0.48411,                 0.8709,                0.99599,                      1,                  0.995,                0.96615,                0.28211,                0.25829,                0.79726,               0.003169,               0.003169,               0.003169
                    278,                0.43122,                 0.4942,                0.89824,                0.99627,                      1,                  0.995,                0.96296,                 0.2785,                0.24888,                0.79598,              0.0031443,              0.0031443,              0.0031443
                    279,                0.44582,                0.53669,                0.90127,                0.99678,                      1,                  0.995,                0.96639,                0.28315,                0.25625,                0.79612,              0.0031195,              0.0031195,              0.0031195
                    280,                0.47492,                0.55899,                0.91373,                0.99683,                      1,                  0.995,                0.97213,                0.27679,                0.25387,                0.79452,              0.0030948,              0.0030948,              0.0030948
                    281,                0.46435,                0.48136,                0.89182,                0.99668,                      1,                  0.995,                0.97136,                0.27793,                0.24739,                0.79496,                0.00307,                0.00307,                0.00307
                    282,                0.43854,                0.46549,                0.87568,                0.99658,                      1,                  0.995,                0.96093,                0.27793,                0.24843,                0.79445,              0.0030452,              0.0030452,              0.0030452
                    283,                0.40732,                0.46599,                0.88754,                0.99649,                      1,                  0.995,                0.96461,                0.28686,                0.25491,                0.79526,              0.0030205,              0.0030205,              0.0030205
                    284,                0.49739,                0.53016,                0.91852,                0.99655,                      1,                  0.995,                0.96836,                0.27167,                0.24501,                0.79304,              0.0029957,              0.0029957,              0.0029957
                    285,                0.40525,                0.46933,                0.86483,                0.99658,                      1,                  0.995,                0.97207,                0.25858,                0.24347,                0.79209,               0.002971,               0.002971,               0.002971
                    286,                0.41852,                0.47591,                0.87684,                0.99657,                      1,                  0.995,                0.96826,                0.26069,                0.24958,                0.79393,              0.0029462,              0.0029462,              0.0029462
                    287,                 0.4603,                0.48714,                0.89676,                0.99591,                      1,                  0.995,                0.97404,                0.27585,                0.25043,                0.79587,              0.0029215,              0.0029215,              0.0029215
                    288,                0.44105,                 0.4666,                0.87412,                0.99606,                      1,                  0.995,                0.97608,                0.25702,                 0.2495,                0.79402,              0.0028967,              0.0028967,              0.0028967
                    289,                0.45684,                0.47761,                0.89595,                 0.9969,                      1,                  0.995,                0.97076,                0.26916,                0.25336,                0.79505,               0.002872,               0.002872,               0.002872
                    290,                0.41749,                0.47284,                0.90582,                0.99711,                 0.9996,                  0.995,                0.97545,                0.25803,                0.24121,                0.79376,              0.0028472,              0.0028472,              0.0028472
                    291,                0.40888,                0.46444,                0.89704,                0.99651,                0.99992,                  0.995,                0.97351,                0.25714,                0.23273,                0.79311,              0.0028225,              0.0028225,              0.0028225
                    292,                0.41479,                0.46794,                0.89252,                0.99643,                      1,                  0.995,                0.97279,                0.25981,                0.23442,                0.79414,              0.0027977,              0.0027977,              0.0027977
                    293,                0.45065,                0.47501,                0.90142,                0.99645,                      1,                  0.995,                0.97751,                0.26894,                 0.2462,                0.79393,               0.002773,               0.002773,               0.002773
                    294,                0.46268,                0.45542,                0.88741,                0.99614,                      1,                  0.995,                0.97156,                0.25941,                0.23748,                0.79431,              0.0027482,              0.0027482,              0.0027482
                    295,                0.43065,                0.48192,                0.90056,                0.99507,                      1,                  0.995,                 0.9682,                0.26113,                0.23578,                0.79448,              0.0027235,              0.0027235,              0.0027235
                    296,                0.45604,                0.48582,                0.87696,                0.99451,                      1,                  0.995,                0.96912,                0.25865,                0.23966,                0.79349,              0.0026987,              0.0026987,              0.0026987
                    297,                0.44084,                0.46457,                 0.8966,                0.99414,                      1,                  0.995,                0.96999,                0.25866,                0.24649,                0.79337,               0.002674,               0.002674,               0.002674
                    298,                0.43209,                0.47555,                0.90566,                0.99404,                      1,                  0.995,                0.96437,                0.25414,                0.23443,                0.79333,              0.0026492,              0.0026492,              0.0026492
                    299,                0.46426,                0.52175,                0.90381,                0.99287,                      1,                  0.995,                0.97264,                0.27112,                 0.2415,                0.79427,              0.0026245,              0.0026245,              0.0026245
                    300,                0.42927,                0.48562,                0.89518,                 0.9934,                      1,                  0.995,                0.97266,                0.26964,                0.23357,                0.79416,              0.0025997,              0.0025997,              0.0025997
                    301,                0.42104,                 0.4966,                0.87511,                 0.9935,                      1,                  0.995,                0.97725,                0.27397,                0.23973,                 0.7942,               0.002575,               0.002575,               0.002575
                    302,                0.43455,                0.46409,                0.89666,                0.99402,                      1,                  0.995,                0.98032,                0.26084,                0.22895,                0.79293,              0.0025503,              0.0025503,              0.0025503
                    303,                0.42158,                0.46528,                0.87012,                0.99469,                      1,                  0.995,                0.97789,                0.26437,                0.22719,                0.79266,              0.0025255,              0.0025255,              0.0025255
                    304,                0.46595,                0.52183,                0.91374,                0.99564,                      1,                  0.995,                0.97866,                0.25842,                0.23154,                0.79161,              0.0025008,              0.0025008,              0.0025008
                    305,                0.39747,                0.44975,                0.87424,                0.99601,                      1,                  0.995,                0.97494,                0.26558,                0.23392,                0.79258,               0.002476,               0.002476,               0.002476
                    306,                0.45047,                0.49447,                0.88453,                0.99624,                      1,                  0.995,                0.97498,                0.25744,                0.22705,                0.79085,              0.0024513,              0.0024513,              0.0024513
                    307,                0.39363,                0.44976,                0.87473,                0.99637,                      1,                  0.995,                0.97817,                 0.2545,                0.23116,                0.78932,              0.0024265,              0.0024265,              0.0024265
                    308,                 0.4671,                0.51025,                0.90642,                0.99631,                      1,                  0.995,                0.97953,                0.26035,                0.22853,                 0.7909,              0.0024018,              0.0024018,              0.0024018
                    309,                0.40049,                0.46906,                0.88239,                  0.997,                      1,                  0.995,                0.97994,                0.26988,                0.23411,                0.79271,               0.002377,               0.002377,               0.002377
                    310,                0.40132,                0.41969,                0.85607,                 0.9972,                      1,                  0.995,                0.98076,                0.28146,                0.23859,                0.79496,              0.0023523,              0.0023523,              0.0023523
                    311,                0.39441,                0.41478,                0.85269,                0.99721,                      1,                  0.995,                0.98257,                0.26028,                0.23666,                0.79182,              0.0023275,              0.0023275,              0.0023275
                    312,                0.38438,                0.48055,                0.87584,                0.99725,                      1,                  0.995,                0.98181,                0.25308,                0.22956,                0.79058,              0.0023028,              0.0023028,              0.0023028
                    313,                0.41229,                0.45832,                0.85992,                 0.9964,                      1,                  0.995,                0.98064,                0.25051,                0.23214,                0.79083,               0.002278,               0.002278,               0.002278
                    314,                0.39289,                0.41217,                0.86172,                0.99658,                      1,                  0.995,                0.98216,                0.25239,                0.23844,                0.79188,              0.0022533,              0.0022533,              0.0022533
                    315,                 0.3949,                0.49665,                0.87266,                0.99648,                      1,                  0.995,                 0.9799,                0.25991,                0.24043,                0.79363,              0.0022285,              0.0022285,              0.0022285
